country/economy code,year,"reporting data level: rural, urban, or national coverage",income or consumption used in survey,"Prosperity Gap, z=28/day","Inequality, z=ybar","Mean, $/day 2021 PPPs"
ARM,1999,national,consumption,7.057371098968,1.477742433547974,5.86291814573
ARM,2001,national,consumption,7.336791267141,1.459732294082642,5.570896405766
ARM,2002,national,consumption,6.844450152557,1.428456902503967,5.843682676151
ARM,2003,national,consumption,6.378513012806,1.368201494216919,6.006045835904
ARM,2004,national,consumption,5.673264068308,1.508772253990173,7.446440739557
ARM,2005,national,consumption,4.954477917003,1.451845407485962,8.205036226135
ARM,2006,national,consumption,4.648482013641,1.314834475517273,7.919868259221
ARM,2007,national,consumption,4.30618146789,1.356752634048462,8.821985935063999
ARM,2008,national,consumption,4.048958872194,1.303910851478577,9.017010602576001
ARM,2009,national,consumption,4.454571304077,1.274995088577271,8.014208292604
ARM,2010,national,consumption,4.479575752406,1.309008002281189,8.182074942536
ARM,2011,national,consumption,4.368818860722,1.303239345550537,8.352532837318
ARM,2012,national,consumption,4.235189393433,1.308779120445251,8.652698199084
ARM,2013,national,consumption,4.195761708837,1.345356702804565,8.978104855772999
ARM,2014,national,consumption,4.13253538512,1.359061241149902,9.208321225408
ARM,2015,national,consumption,3.928010423498,1.384833455085754,9.871495153213001
ARM,2016,national,consumption,3.778563825058,1.402408123016357,10.392156820555
ARM,2017,national,consumption,3.856619159577,1.392632246017456,10.110850974985
ARM,2018,national,consumption,3.937541612176,1.421500444412231,10.108340425185
ARM,2019,national,consumption,4.058038005268,1.31708288192749,9.087721708675
ARM,2020,national,consumption,3.971914796177,1.218495488166809,8.589779973334
ARM,2021,national,consumption,3.986770433529,1.273140788078308,8.941558378416
ARM,2022,national,consumption,4.03383126892,1.277099132537842,8.864717634701
ARM,2023,national,consumption,3.988693455026,1.260498762130737,8.848503041633
AUS,1981,national,income,1.323352549082,1.971529722213745,41.714381638434
AUS,1985,national,income,1.388917873768,2.138110637664795,43.103412771498
AUS,1989,national,income,1.279052243578,2.023581743240356,44.298649289365
AUS,1995,national,income,1.5396016389,2.242926359176636,40.791029659063
AUS,2001,national,income,1.423965656731,2.390034914016724,46.996199929082
AUS,2003,national,income,1.492732667749,2.583821058273315,48.466140135834
AUS,2004,national,income,1.159855588014,2.185050249099731,52.749161652118
AUS,2008,national,income,.938795748101,2.236144542694092,66.69400262994399
AUS,2010,national,income,.9153617305540001,2.172478914260864,66.453958052202
AUS,2014,national,income,.888996586298,2.255564451217651,71.04167371177
AUS,2016,national,income,.877269179377,2.174403429031372,69.400929557533
AUS,2018,national,income,.9250261771129999,2.322459936141968,70.299496994374
AUS,2020,national,income,1.142850079425,2.967786550521851,72.711221977694
AUT,1994,national,income,.660918425291,1.482200264930725,62.793843116719
AUT,1995,national,income,.645930548937,1.417775750160217,61.458188180154
AUT,1996,national,income,.64929458802,1.367357730865479,58.96555756068
AUT,1997,national,income,.668491222606,1.40637731552124,58.906631684949
AUT,1998,national,income,.673246706731,1.485183000564575,61.768031325149
AUT,1999,national,income,.620663424047,1.409904837608337,63.605060232624
AUT,2000,national,income,.628570828841,1.387699246406555,61.815754241409
AUT,2003,national,income,.800228746154,1.875053882598877,65.608127640031
AUT,2004,national,income,.6187162263480001,1.529927492141724,69.23686270441701
AUT,2005,national,income,.6563451887,1.551139831542969,66.17236709846
AUT,2006,national,income,.592534870594,1.433588862419128,67.74367275536
AUT,2007,national,income,.816125075245,2.056520700454712,70.556072278768
AUT,2008,national,income,.730689612741,1.872024655342102,71.73591989607
AUT,2009,national,income,.961004464774,2.549638748168945,74.286737264675
AUT,2010,national,income,.810746745365,2.172725200653076,75.03737019811901
AUT,2011,national,income,.824542638894,2.168260335922241,73.630260111989
AUT,2012,national,income,.953514888804,2.450093507766724,71.94708486850401
AUT,2013,national,income,.69524101904,1.873968958854675,75.471858921231
AUT,2014,national,income,.662553780258,1.7583327293396,74.30840748915401
AUT,2015,national,income,1.085561173562,2.870181798934937,74.03092043339601
AUT,2016,national,income,1.034348826662,2.858656406402588,77.38431931130999
AUT,2017,national,income,.727531968638,1.983781337738037,76.348366638158
AUT,2018,national,income,.954221509518,2.629174709320068,77.14863970755199
AUT,2019,national,income,.90409502427,2.541011333465576,78.695615933404
AUT,2020,national,income,1.050403374881,2.959883451461792,78.899915336934
AUT,2021,national,income,.877469668333,2.467999458312988,78.75369899501899
AUT,2022,national,income,.607514165038,1.78840708732605,82.42671819028099
AUT,2023,national,income,.810701790763,2.363521099090576,81.63123951861
AZE,1995,national,consumption,7.105008109412,1.557480216026306,6.137846158125
AZE,2001,national,consumption,5.544971981101,1.483954191207886,7.493404299686
AZE,2002,national,consumption,3.568582272472,1.205323219299316,9.457271410725999
AZE,2003,national,consumption,3.511682556399,1.235704302787781,9.852747253993
AZE,2004,national,consumption,3.378212992839,1.223315715789795,10.139337360526
AZE,2005,national,consumption,3.032300264102,1.220999479293823,11.274604137995
BDI,1992,national,consumption,19.313358495959,1.390512228012085,2.015928139458
BDI,1998,national,consumption,27.193422921674,1.798936486244202,1.852294268763
BDI,2006,national,consumption,16.914190401256,1.357027888298035,2.246444056831
BDI,2013,national,consumption,17.076461697186,1.561321377754211,2.560073515275
BDI,2020,national,consumption,16.375793866287,1.53062641620636,2.617127478681
BEL,1985,national,income,1.013873794028,1.435555100440979,39.645508888696
BEL,1988,national,income,1.316802445537,1.960620164871216,41.689902909776
BEL,1992,national,income,1.486933223593,2.382348537445068,44.861301918903
BEL,1995,national,income,1.04249267834,2.001541137695313,53.758795155086
BEL,1997,national,income,.953189430376,1.799492597579956,52.860210834251
BEL,2000,national,income,.933955335324,2.115731477737427,63.429675068732
BEL,2003,national,income,.804651105611,1.633922338485718,56.856723408531
BEL,2004,national,income,.645434166615,1.414217710494995,61.351097540573
BEL,2005,national,income,.739211243305,1.617844104766846,61.281043102162
BEL,2006,national,income,.719557738983,1.54816460609436,60.243407845302
BEL,2007,national,income,.681690795227,1.509312987327576,61.994034204514
BEL,2008,national,income,.655457981129,1.470698595046997,62.825631627486
BEL,2009,national,income,.646948930046,1.466643929481506,63.476461454597
BEL,2010,national,income,.690237557038,1.553232431411743,63.00802949075
BEL,2011,national,income,.685962576286,1.506000399589539,61.472759875116
BEL,2012,national,income,.710969654809,1.605256319046021,63.219544214366
BEL,2013,national,income,.712014349035,1.604268908500671,63.087954401588
BEL,2014,national,income,.624574386836,1.424130082130432,63.844506519155
BEL,2015,national,income,.617027087196,1.423573136329651,64.600156299042
BEL,2016,national,income,.6358518710660001,1.451147437095642,63.901875959863
BEL,2017,national,income,.659876486283,1.522631406784058,64.608577268259
BEL,2018,national,income,.607328522525,1.434240818023682,66.12359142941401
BEL,2019,national,income,.588693661409,1.438486218452454,68.418629339359
BEL,2020,national,income,.54532256417,1.32711386680603,68.14166597737599
BEL,2021,national,income,.535220924595,1.354074001312256,70.838175178675
BEL,2022,national,income,.533972526032,1.304250836372375,68.39120112056
BEL,2023,national,income,.530592859954,1.325034737586975,69.92361681550599
BEN,2003,national,consumption,14.998712209814,1.550835967063904,2.895142269667
BEN,2011,national,consumption,15.383886948264,1.727642774581909,3.144458658033
BEN,2015,national,consumption,21.505451102906,2.424146890640259,3.156228300569
BEN,2018,national,consumption,8.784156712376999,1.534003853797913,4.889724541559
BEN,2021,national,consumption,7.677359537598,1.444121599197388,5.266837511912
BFA,1994,national,consumption,30.467982730026,1.877686738967896,1.725589466892
BFA,1998,national,consumption,26.527453576924,1.975492000579834,2.085152088521
BFA,2003,national,consumption,16.351851514346,1.772277116775513,3.034748735544
BFA,2009,national,consumption,14.576993191521,1.596959471702576,3.067495764776
BFA,2014,national,consumption,11.161873740416,1.412683486938477,3.54377207572
BFA,2018,national,consumption,10.165257914065,1.681536316871643,4.631758202829
BFA,2021,national,consumption,9.414462801309,1.503656387329102,4.472095852488
BGD,1983,national,consumption,9.994564885620999,1.233114838600159,3.454599223698
BGD,1985,national,consumption,9.065553655689,1.234706282615662,3.813531544899
BGD,1988,national,consumption,10.184853750357,1.273735284805298,3.501728198152
BGD,1991,national,consumption,10.31152894236,1.260746717453003,3.423440760237
BGD,1995,national,consumption,9.165298452150999,1.360483646392822,4.156279550776
BGD,2000,national,consumption,8.950449489225001,1.371992349624634,4.29205094892
BGD,2005,national,consumption,7.962667766835,1.362407326698303,4.790782031515
BGD,2010,national,consumption,7.335757512974,1.343437552452087,5.12779375429
BGD,2016,national,consumption,6.760531143487,1.356920957565308,5.619941051066
BGD,2022,national,consumption,4.961904595172,1.330896615982056,7.510242041416
BGR,1989,national,consumption,1.195287181847,1.185917258262634,27.780506293205
BGR,1992,national,income,1.589253549892,1.340605854988098,23.619240879314
BGR,1994,national,consumption,2.100266935504,1.202929735183716,16.037024118456
BGR,1995,national,consumption,2.761872747286,1.464781165122986,14.850022442746
BGR,1997,national,consumption,4.110752125075,1.225447773933411,8.347021816839
BGR,2001,national,consumption,3.54841356524,1.493665337562561,11.786289417743
BGR,2003,national,consumption,3.37193568617,1.329410076141357,11.039202772225
BGR,2006,national,income,5.068126119082,2.226314067840576,12.299771598121
BGR,2007,national,consumption,2.568377023017,1.348694562911987,14.703233808497
BGR,2007,national,income,2.816427207941,1.750945806503296,17.407331135929
BGR,2008,national,income,2.391003751787,1.634404182434082,19.139792655919
BGR,2009,national,income,2.240257336967,1.597992539405823,19.972612802858
BGR,2010,national,income,2.54215831113,1.736475706100464,19.125999923264
BGR,2011,national,income,2.890506339737,1.829481363296509,17.721973539752
BGR,2012,national,income,2.802397719076,1.864641070365906,18.630456809773
BGR,2013,national,income,2.631901674201,1.955483555793762,20.803794128732
BGR,2014,national,income,2.458103075567,1.946627616882324,22.17383559327
BGR,2015,national,income,3.019812069285,2.282477140426636,21.163356598862
BGR,2016,national,income,2.34051089711,2.113988637924194,25.290069069443
BGR,2017,national,income,2.118446448439,1.904052019119263,25.166298822923
BGR,2018,national,income,1.807275136617,1.883574843406677,29.182106837764
BGR,2019,national,income,1.806526357183,1.945193648338318,30.149253859106
BGR,2020,national,income,1.470390602184,1.782403230667114,33.94151842188
BGR,2021,national,income,1.562158625717,1.868087768554688,33.483447499818
BGR,2022,national,income,1.46872006637,1.857440233230591,35.410645109638
BGR,2023,national,income,1.402630811124,1.97428286075592,39.411597508498
BIH,2001,national,consumption,2.609915295811,1.348550796508789,14.467681348604
BIH,2004,national,consumption,1.892835995549,1.479736804962158,21.889181569883
BIH,2007,national,consumption,1.695307076752,1.44420599937439,23.852769854395
BIH,2011,national,consumption,1.786580386415,1.451388955116272,22.746745908976
BLR,1993,national,income,4.927724742402,1.156376242637634,6.570686269098
BLR,1995,national,income,3.733452766476,1.308030366897583,9.809914197507
BLR,1998,national,consumption,9.340360596216,1.403514862060547,4.207376705649
BLR,1999,national,consumption,8.906750032825,1.419980883598328,4.463969948545
BLR,2000,national,consumption,7.92835210337,1.403090476989746,4.955195334111
BLR,2001,national,consumption,6.247881339642,1.372579216957092,6.151239946472
BLR,2002,national,consumption,5.653607673571,1.364326357841492,6.756948641531
BLR,2003,national,consumption,5.34628568513,1.331178069114685,6.971753773748
BLR,2004,national,consumption,4.516765569661,1.263036012649536,7.829720001671
BLR,2005,national,consumption,3.768740180667,1.296102643013,9.629444343518999
BLR,2006,national,consumption,3.288677142355,1.307729363441467,11.13408850165
BLR,2007,national,consumption,2.915118020397,1.33216655254364,12.79559285189
BLR,2008,national,consumption,2.719351872733,1.291316747665405,13.296135310488
BLR,2009,national,consumption,2.687855934311,1.289063692092896,13.428466843576
BLR,2010,national,consumption,2.407307812536,1.302483439445496,15.149511426031
BLR,2011,national,consumption,2.297057113452,1.27313768863678,15.518923834469
BLR,2012,national,consumption,2.022306745247,1.255212545394897,17.379140093971
BLR,2013,national,consumption,1.814601916795,1.255618333816528,19.374669638484
BLR,2014,national,consumption,1.756360422038,1.265668272972107,20.177357742614
BLR,2015,national,consumption,1.919054914523,1.238768339157104,18.074268881683
BLR,2016,national,consumption,1.981871911099,1.229042172431946,17.363978377852
BLR,2017,national,consumption,1.929947273038,1.22908079624176,17.831710828015
BLR,2018,national,consumption,1.769633595533,1.223578095436096,19.36004507197
BLR,2019,national,consumption,1.682588821801,1.2262362241745,20.405825177586
BLR,2020,national,consumption,1.645069737088,1.207199931144714,20.547213299425
BLZ,1993,national,income,7.964541578016,3.646639585494995,12.820061303585
BLZ,1994,national,income,7.971454802295,3.548440933227539,12.464016543087
BLZ,1995,national,consumption,6.638635619937,3.751184701919556,15.821499921738
BLZ,1996,national,income,8.923306664865001,3.193468570709229,10.020626377448
BLZ,1997,national,income,11.021379877338,4.076838970184326,10.357277133388
BLZ,1998,national,income,8.925428948647999,3.007150888442993,9.433745731597
BLZ,1999,national,income,9.145543165471,3.088909387588501,9.457006493012001
BLZ,2018,national,consumption,2.3958578841,1.70475697517395,19.923216493468
BOL,1990,urban,income,3.866650966324,1.723683953285217,12.481900423753
BOL,1992,urban,income,6.316047314414,2.384343862533569,10.570159508263
BOL,1997,national,income,8.658268027329999,4.724880695343018,15.279805747141
BOL,1999,national,income,12.920221817571,6.174591541290283,13.381238446728
BOL,2000,national,income,14.695968178845,6.558383464813232,12.495586068227
BOL,2001,national,income,10.046721371742,4.649216175079346,12.957267089059
BOL,2002,national,income,11.3051627142,5.228936195373535,12.950739123146
BOL,2004,national,income,6.045305203994,3.216447591781616,14.897599141427
BOL,2005,national,income,8.294484107341001,4.694735527038574,15.848194429456
BOL,2006,national,income,7.151030282021,4.3116135597229,16.882207709886
BOL,2007,national,income,5.941103980715,3.568377256393433,16.817507398651
BOL,2008,national,income,5.027483626647,3.166460514068604,17.635242245112
BOL,2009,national,income,4.760084474367,3.169278144836426,18.642482140448
BOL,2011,national,income,3.687170220457,2.696886539459229,20.479885058611
BOL,2012,national,income,4.146970175874,3.104569673538208,20.961797707205
BOL,2013,national,income,3.599878641023,2.970882654190063,23.107644125755
BOL,2014,national,income,3.290808178296,2.730804204940796,23.23517913781
BOL,2015,national,income,3.613877533595,2.891008138656616,22.399271956982
BOL,2016,national,income,3.806266631741,2.9011549949646,21.341736254782
BOL,2017,national,income,3.411709214492,2.627391338348389,21.563080226972
BOL,2018,national,income,3.060131839038,2.315403461456299,21.185785019174
BOL,2019,national,income,2.5150961925,1.990375876426697,22.158407027688
BOL,2020,national,income,2.66168066409,2.104937314987183,22.143245162844
BOL,2021,national,income,2.462967010815,1.943352341651917,22.092811154598
BOL,2022,national,income,2.635222833595,2.044160604476929,21.719793397578
BOL,2023,national,income,2.359819082326,1.932726502418518,22.932410922947
BRA,1981,national,income,9.928946088089001,3.420699596405029,9.646501115472001
BRA,1982,national,income,9.857899883293999,3.46092963218689,9.830291494318001
BRA,1983,national,income,11.510541870282,3.412986040115356,8.302268546261001
BRA,1984,national,income,11.249886196915,3.314599514007568,8.24975358929
BRA,1985,national,income,10.180681246618,3.164821863174438,8.704231767074999
BRA,1986,national,income,6.607576076716,3.672873020172119,15.564019377408
BRA,1987,national,income,8.831714786947,3.855102777481079,12.222187640995
BRA,1988,national,income,9.785231650987001,4.211236476898193,12.05026339617
BRA,1989,national,income,9.123620945488,4.55848503112793,13.98979382192
BRA,1990,national,income,9.630210170567,3.773185729980469,10.970601839009
BRA,1992,national,income,10.406901280431,3.247293710708618,8.736916051476999
BRA,1993,national,income,9.94686920915,3.903974533081055,10.989516603158
BRA,1995,national,income,7.478863233217,3.934513092041016,14.730362330931
BRA,1996,national,income,8.048682943349,4.257483959197998,14.81106241436
BRA,1997,national,income,7.940816181731,4.151780605316162,14.639534947379
BRA,1998,national,income,7.359030252615,3.964767694473267,15.085343199931
BRA,1999,national,income,7.56699940764,3.823254585266113,14.147104316779
BRA,2001,national,income,6.611999664958,3.741547584533691,15.844425296044
BRA,2002,national,income,6.109684332102,3.510443925857544,16.08797194327
BRA,2003,national,income,6.44493805476,3.522285461425781,15.3025508943
BRA,2004,national,income,5.96501279441,3.276363134384155,15.379374962575
BRA,2005,national,income,5.58130099295,3.220518350601196,16.156539634436
BRA,2006,national,income,5.066011793605,3.140029430389404,17.355037547984
BRA,2007,national,income,5.099719062334,3.268600940704346,17.946248867716
BRA,2008,national,income,4.535029394486,3.062572956085205,18.908817626581
BRA,2009,national,income,4.370471119642,3.041984796524048,19.488876702232
BRA,2011,national,income,4.039483102674,3.026757955551147,20.980214143526
BRA,2012,national,income,3.652315812714,2.935497045516968,22.504602646373
BRA,2013,national,income,3.328714320942,2.789038419723511,23.460431498904
BRA,2014,national,income,3.183223180289,2.723038673400879,23.952164477308
BRA,2015,national,income,3.348716574348,2.778903484344482,23.235558462455
BRA,2016,national,income,3.615323158561,2.998565196990967,23.223325449937
BRA,2017,national,income,3.725452758737,3.084985494613647,23.186334364087
BRA,2018,national,income,3.677405063146,3.151150465011597,23.993064113868
BRA,2019,national,income,3.704445406046,3.189772367477417,24.109850117652
BRA,2020,national,income,2.66909725303,2.289737939834595,24.02035531894
BRA,2021,national,income,3.788005412018,2.962471961975098,21.897861469171
BRA,2022,national,income,3.209155308198,2.792077302932739,24.360979280819
BRA,2023,national,income,2.993853048462,2.730041742324829,25.532705148945
BRB,2016,national,consumption,2.809121611659,1.847780227661133,18.417801807422
BTN,2003,national,consumption,6.580869924578,1.613633751869202,6.865618794373
BTN,2007,national,consumption,5.275426677114,1.564465999603271,8.303602868472
BTN,2012,national,consumption,3.876730783536,1.572789430618286,11.359598039071
BTN,2017,national,consumption,3.528599481069,1.555484294891357,12.34301654912
BTN,2022,national,consumption,2.017121442578,1.302029967308044,18.073696454173
BWA,1985,national,consumption,12.923000090836,2.440651655197144,5.288109819325
BWA,1993,national,consumption,10.753493228451,2.842566967010498,7.401490162202
BWA,2002,national,consumption,9.36339470901,3.359291553497314,10.045519246834
BWA,2009,national,consumption,6.622089750476,2.764364004135132,11.688483934382
BWA,2015,national,consumption,6.385478395448,2.530253887176514,11.095035628769
CAF,1992,national,consumption,44.707341679904,2.910173177719116,1.82262796052
CAF,2008,national,consumption,19.744366648711,2.632960319519043,3.733869435394
CAF,2021,national,consumption,18.225404907534,1.791887044906616,2.75290659881
CAN,1971,national,income,2.550953218138,3.283612728118896,36.041882448869
CAN,1973,national,income,2.187618408848,3.161369562149048,40.463340168364
CAN,1975,national,income,2.007529376617,3.236536502838135,45.141567031806
CAN,1977,national,income,1.774747758267,3.025737524032593,47.736728185948
CAN,1979,national,income,1.686731084764,2.983514547348022,49.526807700055
CAN,1981,national,income,1.350166318575,2.507843255996704,52.008119706192
CAN,1982,national,income,1.23599496139,2.250202655792236,50.975671696202
CAN,1984,national,income,1.311080046052,2.390826940536499,51.05954986595
CAN,1985,national,income,1.147220764543,2.148497581481934,52.437975627727
CAN,1986,national,income,1.561666520979,2.8922438621521,51.856673192253
CAN,1987,national,income,1.259800870265,2.383459806442261,52.974145888728
CAN,1988,national,income,1.236144436589,2.396107912063599,54.274417473251
CAN,1989,national,income,1.817309394419,3.575446128845215,55.088302303515
CAN,1990,national,income,1.698864797968,3.325200080871582,54.804596331022
CAN,1991,national,income,1.809222810829,3.42765212059021,53.047229718567
CAN,1992,national,income,1.380385070512,2.643614053726196,53.623582073574
CAN,1993,national,income,1.786840904135,3.317355871200562,51.983341844235
CAN,1994,national,income,1.493108896597,2.831066846847534,53.090483448561
CAN,1995,national,income,1.351566179607,2.555840253829956,52.948594744704
CAN,1996,national,income,.890445864227,1.619138836860657,50.913694380747
CAN,1997,national,income,.892991624466,1.650081396102905,51.738760836684
CAN,1998,national,income,.898490083607,1.720467686653137,53.615613144836
CAN,1999,national,income,.874120278175,1.7162024974823,54.973750716198
CAN,2000,national,income,.807419561612,1.635600209236145,56.719960892754
CAN,2001,national,income,.7740903451709999,1.627691626548767,58.876030405619
CAN,2002,national,income,.76378506622,1.619833827018738,59.382342798415
CAN,2003,national,income,.766568718705,1.628106832504272,59.468891163067
CAN,2004,national,income,.761460223636,1.653446793556213,60.799645529425
CAN,2005,national,income,.754999002144,1.679306268692017,62.278988411851
CAN,2006,national,income,.725730501756,1.660090923309326,64.049322586551
CAN,2007,national,income,.6664999458200001,1.584895730018616,66.58227383893799
CAN,2008,national,income,.674779044187,1.632892608642578,67.756985321822
CAN,2009,national,income,.689129816932,1.675411581993103,68.073564262641
CAN,2010,national,income,.6611140161820001,1.606902599334717,68.05675125532299
CAN,2011,national,income,.643705971501,1.573244452476501,68.43317614135999
CAN,2012,national,income,.663641076023,1.63880455493927,69.14359382392
CAN,2013,national,income,.695669564382,1.750948429107666,70.47391340148999
CAN,2014,national,income,.648700175014,1.639796376228333,70.778922797267
CAN,2015,national,income,.6703133929140001,1.707755088806152,71.33550111022301
CAN,2016,national,income,.647535012924,1.635578274726868,70.72388382423
CAN,2017,national,income,.627886053862,1.6437087059021,73.29967320266
CAN,2018,national,income,.607883043982,1.597243309020996,73.571409375588
CAN,2019,national,income,.595474085638,1.564517140388489,73.565721583018
CAN,2020,national,income,.5049980427039999,1.40302848815918,77.791978493158
CAN,2021,national,income,.5464287203,1.516924262046814,77.729954278859
CHE,1982,national,income,1.033878420355,2.982370138168335,80.770001212162
CHE,1992,national,income,1.048597916391,2.869627475738525,76.62571634230601
CHE,2000,national,income,.55555724815,1.503236889839172,75.762909230164
CHE,2002,national,income,.501579786534,1.402352929115295,78.28441869504999
CHE,2004,national,income,.5365169229159999,1.449434995651245,75.64380084427999
CHE,2006,national,income,.5505920125879999,1.559092044830322,79.286613238161
CHE,2007,national,income,.52803521155,1.534337162971497,81.360937051866
CHE,2008,national,income,.525785262345,1.5385502576828,81.933463509766
CHE,2009,national,income,.504947207868,1.471332907676697,81.587383712239
CHE,2010,national,income,.515197660257,1.506862759590149,81.895087561804
CHE,2011,national,income,.475935690009,1.411800146102905,83.058291698872
CHE,2012,national,income,.455944679923,1.385938405990601,85.111807592076
CHE,2013,national,income,.472266308541,1.428846478462219,84.714285561192
CHE,2014,national,income,.465823195381,1.426352620124817,85.736116846494
CHE,2015,national,income,.470033289415,1.432627320289612,85.341964250819
CHE,2016,national,income,.489906092118,1.520185470581055,86.884391714275
CHE,2017,national,income,.4648630392,1.437849760055542,86.605711418822
CHE,2018,national,income,.495612623987,1.505637884140015,85.06211767254
CHE,2019,national,income,.476729053586,1.489006519317627,87.45467192196701
CHE,2020,national,income,.477400110656,1.507429599761963,88.412271337135
CHE,2021,national,income,.46572231316,1.488774061203003,89.507574629703
CHE,2022,national,income,.482939055759,1.50728178024292,87.389680666464
CHL,1987,national,income,7.400980923153,2.951489686965942,11.166318929049
CHL,1990,national,income,6.297265964601,2.999257802963257,13.335822571172
CHL,1992,national,income,5.159871534857,2.619214296340942,14.213144863576
CHL,1994,national,income,5.218031395923,2.971713304519653,15.94623797373
CHL,1996,national,income,4.429454966388,2.731128215789795,17.264334291332
CHL,1998,national,income,4.338033787677,2.86841082572937,18.514264520491
CHL,2000,national,income,4.844065827422,2.758919954299927,15.947297856092
CHL,2003,national,income,4.814099485635,2.699899196624756,15.703285039332
CHL,2006,national,income,3.282266113712,2.128570079803467,18.158175666237
CHL,2009,national,income,3.034214816856,2.124569654464722,19.605713760475
CHL,2011,national,income,2.668169886924,2.002276420593262,21.012056612852
CHL,2013,national,income,2.169834535582,1.990505933761597,25.68590684526
CHL,2015,national,income,2.01215933808,1.936550617218018,26.94787406764
CHL,2017,national,income,1.876618562763,1.972812414169312,29.435256235866
CHL,2020,national,income,2.509407070864,2.647208690643311,29.53759340378
CHL,2022,national,income,1.68620756398,1.973333120346069,32.767809609865
CHN,1981,national,income,27.485211918381,1.290212512016296,1.314377780717
CHN,1981,rural,income,30.684363972828,1.218483924865723,1.111887176927
CHN,1981,urban,income,14.782425116542,1.118396997451782,2.11840176135
CHN,1984,national,income,20.362233565899,1.269431471824646,1.745588449709
